date,R_fighter,B_fighter,Winner,weight_class,gender,no_of_rounds,R_current_win_streak,B_current_win_streak,R_longest_win_streak,B_longest_win_streak,R_current_lose_streak,B_current_lose_streak,R_wins,B_wins,R_losses,B_losses,R_total_rounds_fought,B_total_rounds_fought,R_total_title_bouts,B_total_title_bouts,R_win_by_KO/TKO,B_win_by_KO/TKO,R_win_by_Submission,B_win_by_Submission,R_Height_cms,B_Height_cms,R_Reach_cms,B_Reach_cms,R_age,B_age,R_avg_SIG_STR_landed,B_avg_SIG_STR_landed,R_avg_SIG_STR_pct,B_avg_SIG_STR_pct,R_avg_SUB_ATT,B_avg_SUB_ATT,R_avg_TD_landed,B_avg_TD_landed,R_avg_TD_pct,B_avg_TD_pct,R_Stance,B_Stance,R_ufc_fights,B_ufc_fights
2025-11-22,Belal Muhammad,Ian Machado Garry,Blue,Welterweight,MALE,3,0,1,10,8,1,0,15,9,4,1,64,30,2,0,2,3,1,0,180.34,190.5,182.88,187.96,37,28,4.43,4.78,0.43,0.54,0.1,0.4,2.14,0.92,0.36,0.31,Orthodox,Orthodox,19,10
2025-11-22,Volkan Oezdemir,Alonzo Menifield,Red,Light Heavyweight,MALE,3,0,2,3,4,1,0,8,12,7,5,34,35,1,0,4,6,1,2,187.96,182.88,190.5,193.04,36,38,4.99,3.77,0.48,0.53,0.1,0.2,0.5,0.5,0.29,0.31,Orthodox,Orthodox,15,17
2025-11-22,Jack Hermansson,Myktybek Orolbai,Blue,Welterweight,MALE,3,0,1,4,2,1,0,11,3,7,1,45,9,0,0,3,0,3,2,185.42,177.8,195.58,187.96,37,27,5.15,2.78,0.45,0.5,0.4,0.5,1.48,8.77,0.29,0.59,Orthodox,Orthodox,18,4
2025-11-22,Ismail Naurdiev,Ryan Loder,Red,Middleweight,MALE,3,0,0,1,1,1,1,3,1,3,1,18,3,0,1,0,1,0,0,177.8,187.96,187.96,193.04,29,34,3.66,5.1,0.52,0.69,0.2,1.4,1.48,1.37,0.4,0.14,Orthodox,Southpaw,6,2
2025-11-15,Jack Della Maddalena,Islam Makhachev,Blue,Welterweight,MALE,5,9,15,9,15,0,0,9,16,0,1,21,40,1,5,4,3,1,8,180.34,177.8,185.42,177.8,29,34,5.57,2.45,0.51,0.58,0.1,1.0,0.13,3.1,0.1,0.56,Switch,Southpaw,9,17
2025-11-15,Sean Brady,Michael Morales,Blue,Welterweight,MALE,3,3,7,5,7,0,0,8,7,1,0,28,15,0,0,0,4,4,0,177.8,182.88,182.88,200.66,32,26,3.96,5.68,0.55,0.49,0.9,0.0,3.53,1.04,0.53,0.41,Orthodox,Orthodox,9,7
2025-11-15,Leon Edwards,Carlos Prates,Blue,Welterweight,MALE,3,0,1,12,5,2,0,14,6,4,1,69,14,4,0,3,6,1,0,187.96,185.42,187.96,198.12,34,32,2.6,3.77,0.54,0.55,0.4,0.0,1.25,0.21,0.37,1.0,Southpaw,Switch,18,7
2025-11-15,Beneil Dariush,Benoit Saint Denis,Blue,Lightweight,MALE,3,1,2,8,5,0,0,17,7,6,3,50,19,0,0,3,3,5,4,177.8,180.34,182.88,185.42,36,29,3.78,5.62,0.49,0.58,0.8,1.8,2.11,4.19,0.38,0.35,Southpaw,Southpaw,23,10
2025-11-15,Bo Nickal,Rodolfo Vieira,Red,Middleweight,MALE,3,0,1,6,2,1,0,6,6,1,3,11,20,0,0,1,0,4,5,185.42,182.88,193.04,185.42,29,36,3.35,3.55,0.61,0.53,2.5,0.9,3.1,2.7,0.55,0.21,Southpaw,Orthodox,7,9
2025-11-15,Roman Kopylov,Gregory Rodrigues,Blue,Middleweight,MALE,3,0,1,4,3,1,0,6,8,4,4,26,25,0,0,5,6,0,0,182.88,190.5,190.5,190.5,33,33,4.59,5.53,0.5,0.51,0.0,0.4,1.14,1.9,0.47,0.34,Southpaw,Orthodox,10,12
2025-11-15,Kyle Daukaus,Gerald Meerschaert,Red,Middleweight,MALE,3,1,0,1,3,0,3,4,12,4,12,18,50,0,0,1,1,1,11,187.96,185.42,193.04,195.58,32,37,3.32,3.01,0.53,0.45,2.1,1.4,2.08,1.82,0.25,0.3,Southpaw,Southpaw,8,24
2025-11-15,Pat Sabatini,Chepe Mariscal,Red,Featherweight,MALE,3,2,5,4,5,0,0,7,5,2,0,18,14,0,0,0,1,3,0,172.72,170.18,177.8,175.26,35,33,1.69,4.14,0.59,0.55,1.5,0.2,4.48,2.34,0.5,0.39,Orthodox,Orthodox,9,5
2025-11-15,Baisangur Susurkaev,Eric McConico,Red,Middleweight,MALE,3,2,1,2,1,0,0,2,1,0,1,3,5,0,0,1,0,1,0,187.96,182.88,200.66,195.58,24,35,4.56,2.61,0.59,0.43,0.7,0.0,2.76,0.0,0.28,0.0,Orthodox,Southpaw,2,2
2025-11-08,Gabriel Bonfim,Randy Brown,Red,Welterweight,MALE,5,3,1,3,4,0,0,6,14,1,6,13,48,0,0,0,4,4,3,185.42,190.5,182.88,198.12,28,35,4.61,4.49,0.46,0.47,1.4,0.6,3.6,0.76,0.55,0.39,Orthodox,Orthodox,7,20
2025-11-08,Muslim Salikhov,Uros Medic,Blue,Welterweight,MALE,3,3,1,5,2,0,0,9,6,4,3,28,13,0,0,5,6,0,0,180.34,185.42,177.8,180.34,41,32,3.37,5.59,0.49,0.6,0.0,0.0,1.07,0.34,0.32,0.5,Orthodox,Southpaw,13,9
2025-11-08,Chris Padilla,Ismael Bonfim,Red,Lightweight,MALE,3,3,0,3,2,0,1,3,3,0,2,6,10,0,0,1,1,1,0,175.26,172.72,187.96,180.34,30,29,4.78,5.51,0.54,0.54,0.4,0.0,1.18,1.06,0.3,0.33,Orthodox,Orthodox,3,5
2025-11-08,Christian Leroy Duncan,Marco Tulio,Red,Middleweight,MALE,3,2,4,2,4,0,0,5,4,2,0,15,8,0,0,4,3,0,0,187.96,182.88,200.66,187.96,30,31,4.43,6.69,0.57,0.58,0.0,0.3,0.33,1.42,0.16,0.26,Switch,Orthodox,7,4
2025-11-08,Hyder Amil,Jamall Emmers,Blue,Featherweight,MALE,3,0,1,4,1,1,0,4,4,1,5,10,18,0,0,2,2,0,0,175.26,177.8,177.8,187.96,35,36,5.81,5.1,0.52,0.49,0.8,0.3,0.56,2.59,0.18,0.53,Switch,Orthodox,5,9
2025-11-08,Ricky Simon,Raoni Barcelos,Blue,Bantamweight,MALE,3,2,3,5,5,0,0,11,9,5,4,43,35,0,0,2,2,3,2,167.64,170.18,175.26,170.18,33,38,3.03,4.92,0.42,0.51,0.3,0.6,4.49,2.22,0.41,0.31,Orthodox,Orthodox,16,13
2025-11-08,Miles Johns,Daniel Marcos,Blue,Bantamweight,MALE,3,0,0,3,5,2,1,7,5,4,1,35,19,0,0,2,1,0,0,170.18,170.18,172.72,175.26,31,32,3.36,4.9,0.44,0.53,0.0,0.1,1.22,1.35,0.26,0.52,Orthodox,Orthodox,11,6
2025-11-01,Steve Garcia,David Onama,Red,Featherweight,MALE,5,6,4,6,4,0,0,8,6,2,2,17,20,0,0,7,2,0,1,182.88,180.34,190.5,187.96,33,31,5.39,5.07,0.49,0.5,0.4,0.5,0.86,1.05,0.4,0.3,Southpaw,Orthodox,10,8
2025-11-01,Jeremiah Wells,Themba Gorimbo,Red,Welterweight,MALE,3,0,0,4,4,2,1,4,4,2,2,13,13,0,0,2,1,1,0,175.26,185.42,187.96,195.58,39,34,2.35,2.72,0.46,0.6,1.3,0.4,3.06,5.07,0.46,0.65,Switch,Orthodox,6,6
2025-11-01,Isaac Dulgarian,Yadier del Valle,Blue,Featherweight,MALE,3,1,2,1,2,0,0,2,2,1,0,6,4,0,0,1,0,1,1,170.18,175.26,180.34,175.26,29,29,2.99,4.05,0.63,0.6,1.8,2.0,4.57,1.23,0.5,0.42,Orthodox,Southpaw,3,2
2025-11-01,Charles Radtke,Daniel Frunza,Red,Welterweight,MALE,3,0,0,2,1,1,1,3,1,2,1,8,3,0,0,2,1,0,0,175.26,185.42,182.88,185.42,35,31,2.8,3.25,0.54,0.38,0.7,0.0,1.32,0.0,0.3,0.0,Orthodox,Orthodox,5,2
2025-11-01,Timmy Cuamba,ChangHo Lee,Red,Bantamweight,MALE,3,1,4,1,4,0,0,2,4,2,0,11,9,0,0,1,3,0,0,175.26,172.72,180.34,175.26,26,31,2.77,3.88,0.44,0.66,0.0,0.3,1.31,3.2,0.31,0.34,Orthodox,Orthodox,4,4
2025-11-01,Phil Rowe,Seokhyeon Ko,Blue,Welterweight,MALE,3,1,2,3,2,0,0,5,2,3,0,22,6,0,0,5,0,0,0,190.5,177.8,203.2,180.34,35,32,3.51,2.73,0.49,0.59,0.2,0.3,0.46,4.0,0.36,0.63,Orthodox,Southpaw,8,2
2025-10-25,Umar Nurmagomedov,Mario Bautista,Red,Bantamweight,MALE,3,0,8,6,8,1,0,6,10,1,2,20,26,1,0,1,1,2,3,172.72,175.26,175.26,175.26,29,32,3.86,5.3,0.56,0.48,0.2,0.8,4.03,1.91,0.46,0.38,Orthodox,Switch,7,12
2025-10-25,Aleksandar Rakic,Azamat Murzakanov,Blue,Light Heavyweight,MALE,3,0,6,4,6,3,0,6,6,4,0,25,13,0,0,2,5,0,0,193.04,177.8,198.12,180.34,33,36,4.13,4.7,0.5,0.57,0.1,0.0,0.64,0.55,0.21,0.15,Orthodox,Southpaw,10,6
2025-10-25,Nasrat Haqparast,Quillan Salkilld,Blue,Lightweight,MALE,3,5,3,5,3,0,0,10,3,4,0,37,7,0,0,2,1,0,0,177.8,182.88,182.88,190.5,30,25,6.36,5.16,0.45,0.57,0.0,0.8,0.34,7.95,0.2,0.36,Southpaw,Orthodox,14,3
2025-10-25,Ikram Aliskerov,JunYong Park,Red,Middleweight,MALE,3,1,2,3,4,0,0,4,9,1,3,5,30,0,0,3,0,1,3,182.88,177.8,193.04,185.42,32,34,6.86,4.64,0.64,0.51,0.5,0.8,3.2,1.69,0.6,0.42,Southpaw,Orthodox,5,12
2025-10-25,Ludovit Klein,Mateusz Rebecki,Red,Lightweight,MALE,3,0,0,4,4,1,1,7,5,3,2,29,16,0,0,2,1,0,2,170.18,170.18,182.88,167.64,30,33,3.76,5.21,0.53,0.46,0.0,0.5,1.37,3.38,0.51,0.52,Southpaw,Southpaw,10,7
2025-10-25,Nathaniel Wood,Jose Delgado,Red,Featherweight,MALE,3,2,3,3,3,0,0,9,3,3,0,34,4,0,0,0,3,3,0,167.64,180.34,175.26,187.96,32,27,5.64,7.48,0.51,0.54,0.5,0.0,1.35,1.51,0.48,0.4,Orthodox,Switch,12,3
2025-10-18,Reinier de Ridder,Brendan Allen,Blue,Middleweight,MALE,5,4,1,4,7,0,0,4,14,0,4,11,42,0,0,1,1,2,8,193.04,187.96,198.12,190.5,35,29,2.47,3.59,0.48,0.53,0.6,1.1,2.56,1.56,0.29,0.42,Southpaw,Orthodox,4,18
2025-10-18,Kevin Holland,Mike Malott,Blue,Welterweight,MALE,3,0,2,5,4,1,0,16,6,11,1,67,13,0,0,5,2,6,3,190.5,185.42,205.74,185.42,32,33,4.26,3.93,0.49,0.48,0.5,0.8,0.83,1.88,0.39,0.5,Orthodox,Orthodox,27,7
2025-10-18,Marlon Vera,Aiemann Zahabi,Blue,Bantamweight,MALE,3,0,6,5,6,2,0,15,7,9,2,69,23,1,0,7,2,4,0,172.72,172.72,177.8,172.72,32,37,4.18,4.54,0.47,0.47,0.8,0.0,0.47,0.12,0.39,0.14,Switch,Orthodox,24,9
2025-10-18,Charles Jourdain,Davey Grant,Red,Bantamweight,MALE,3,1,2,2,3,0,0,7,8,7,6,38,38,0,1,2,3,3,1,175.26,172.72,175.26,175.26,29,39,5.48,5.14,0.49,0.44,0.7,0.2,0.33,1.03,0.21,0.4,Switch,Orthodox,14,14
2025-10-18,Kyle Nelson,Matt Frevola,Red,Lightweight,MALE,3,0,0,3,3,1,2,4,6,5,5,23,23,0,0,2,3,0,1,180.34,175.26,180.34,180.34,34,35,3.6,3.3,0.45,0.39,0.5,0.8,1.18,2.34,0.23,0.41,Switch,Orthodox,9,11
2025-10-18,Kyle Prepolec,Drew Dober,Blue,Lightweight,MALE,3,0,0,0,3,3,3,0,14,3,11,8,51,0,0,0,10,0,1,177.8,172.72,177.8,177.8,36,36,3.25,4.48,0.34,0.41,0.0,0.1,0.0,0.61,0.0,0.16,Southpaw,Southpaw,3,25
2025-10-18,Cody Gibson,Aoriqileng,Blue,Bantamweight,MALE,3,0,0,2,2,1,1,3,3,6,4,21,19,0,0,1,1,1,0,177.8,170.18,180.34,175.26,38,32,3.63,4.69,0.46,0.49,0.6,0.0,2.12,1.2,0.37,0.46,Orthodox,Orthodox,9,7
2025-10-18,Danny Barlow,Djorden Santos,Blue,Middleweight,MALE,3,0,0,3,1,1,1,3,1,1,1,8,6,0,0,2,0,0,0,187.96,182.88,200.66,190.5,30,28,5.81,7.0,0.51,0.44,0.0,0.0,0.0,0.67,0.0,0.33,Southpaw,Orthodox,4,2
2025-10-18,Azamat Bekoev,Yousri Belgaroui,Blue,Middleweight,MALE,3,2,1,2,1,0,0,2,1,0,1,2,6,0,0,2,1,0,0,182.88,198.12,182.88,200.66,29,33,4.07,6.1,0.45,0.64,0.0,0.0,4.49,0.29,0.45,1.0,Orthodox,Orthodox,2,2
2025-10-11,Charles Oliveira,Mateusz Gamrot,Red,Lightweight,MALE,5,0,1,11,4,1,0,23,8,11,3,69,30,4,0,4,3,16,1,177.8,177.8,187.96,177.8,35,34,3.23,3.29,0.55,0.51,2.6,0.1,2.29,5.15,0.39,0.37,Orthodox,Southpaw,34,11
2025-10-11,Deiveson Figueiredo,Montel Jackson,Red,Bantamweight,MALE,3,0,6,5,6,2,0,13,10,5,2,51,28,6,0,4,4,4,1,165.1,177.8,172.72,190.5,37,33,2.63,3.09,0.53,0.52,1.2,0.3,1.61,3.0,0.35,0.63,Orthodox,Southpaw,18,12
2025-10-11,Vicente Luque,Joel Alvarez,Blue,Welterweight,MALE,3,0,3,6,4,1,0,16,7,7,2,50,16,0,0,8,4,6,3,180.34,190.5,190.5,195.58,33,32,4.83,4.78,0.51,0.55,0.7,1.1,0.9,0.19,0.48,0.33,Orthodox,Orthodox,23,9
2025-10-11,Ricardo Ramos,Kaan Ofli,Blue,Featherweight,MALE,3,0,0,3,0,1,2,8,0,6,2,30,5,0,1,2,0,1,0,175.26,170.18,182.88,167.64,30,32,2.91,2.33,0.36,0.45,1.0,0.4,2.51,0.38,0.57,0.07,Orthodox,Orthodox,14,2
2025-10-11,Lucas Almeida,Michael Aswell Jr.,Blue,Featherweight,MALE,3,0,0,1,0,1,2,2,0,4,2,15,6,0,0,1,0,0,0,180.34,172.72,180.34,175.26,34,25,4.94,7.79,0.39,0.42,0.0,0.0,0.0,0.32,0.0,1.0,Orthodox,Orthodox,6,2
2025-10-11,Luan Lacerda,Saimon Oliveira,Red,Bantamweight,MALE,3,0,0,0,1,2,3,0,1,2,3,5,9,0,0,0,0,0,0,170.18,162.56,180.34,182.88,32,34,4.06,2.62,0.42,0.42,0.6,1.2,2.82,1.18,0.39,0.28,Orthodox,Orthodox,2,4
2025-10-04,Magomed Ankalaev,Alex Pereira,Blue,Light Heavyweight,MALE,5,12,0,9,5,0,1,12,9,1,2,41,30,2,7,6,7,0,0,190.5,193.04,190.5,200.66,33,38,3.65,5.16,0.52,0.62,0.0,0.2,0.79,0.11,0.22,0.5,Orthodox,Orthodox,13,11
2025-10-04,Merab Dvalishvili,Cory Sandhagen,Red,Bantamweight,MALE,5,13,1,13,5,0,0,13,11,2,4,50,46,4,1,1,6,1,1,167.64,180.34,172.72,177.8,34,33,4.42,4.86,0.41,0.45,0.3,0.2,5.97,1.15,0.35,0.34,Orthodox,Switch,15,15
2025-10-04,Jiri Prochazka,Khalil Rountree Jr.,Red,Light Heavyweight,MALE,3,1,1,3,5,0,0,5,10,2,6,18,38,3,2,4,7,1,0,190.5,185.42,203.2,193.04,32,35,5.69,3.88,0.55,0.4,0.2,0.1,0.51,0.0,0.6,0.0,Orthodox,Southpaw,7,16
2025-10-04,Josh Emmett,Youssef Zalal,Blue,Featherweight,MALE,3,0,4,5,4,1,0,10,7,5,3,43,29,1,0,4,0,0,3,167.64,177.8,177.8,182.88,40,29,3.67,3.03,0.35,0.5,0.1,1.4,1.07,2.17,0.36,0.31,Orthodox,Switch,15,10
2025-10-04,Abus Magomedov,Joe Pyfer,Blue,Middleweight,MALE,3,3,2,3,4,0,0,4,6,2,2,15,16,0,0,1,4,1,1,187.96,187.96,198.12,190.5,35,29,3.07,3.52,0.49,0.44,0.4,0.9,2.61,1.45,0.59,0.3,Orthodox,Orthodox,6,8
2025-10-04,Edmen Shahbazyan,Andre Muniz,Red,Middleweight,MALE,3,2,0,5,7,0,1,9,8,5,3,27,22,0,0,6,0,1,4,187.96,185.42,190.5,198.12,27,35,3.8,2.08,0.48,0.48,0.4,1.1,1.62,3.98,0.37,0.48,Orthodox,Southpaw,14,11
2025-10-04,Punahele Soriano,Nikolay Veretennikov,Red,Welterweight,MALE,3,2,1,3,1,0,0,6,1,4,3,21,11,0,0,4,0,0,0,180.34,185.42,182.88,187.96,32,35,4.42,2.69,0.53,0.56,0.1,0.4,1.97,0.42,0.51,0.16,Southpaw,Orthodox,10,4
2025-10-04,Chris Gutierrez,Farid Basharat,Blue,Bantamweight,MALE,3,2,5,4,5,0,0,10,5,3,0,39,13,0,0,3,0,0,1,175.26,172.72,170.18,180.34,34,28,4.4,4.25,0.57,0.52,0.1,0.3,0.3,3.34,0.3,0.44,Orthodox,Orthodox,13,5
2025-10-04,Ramiz Brahimaj,Austin Vanderford,Red,Welterweight,MALE,3,2,2,2,2,0,0,4,2,3,0,13,4,0,0,1,1,3,1,177.8,180.34,182.88,187.96,32,35,2.29,3.04,0.48,0.59,1.6,1.2,1.99,3.08,0.34,0.35,Orthodox,Orthodox,7,2
2025-09-27,Carlos Ulberg,Dominick Reyes,Red,Light Heavyweight,MALE,5,8,3,8,6,0,0,9,9,1,4,19,24,0,2,5,6,1,1,193.04,193.04,195.58,195.58,34,35,6.54,5.39,0.55,0.54,0.2,0.3,0.55,0.29,0.6,0.28,Orthodox,Southpaw,10,13
2025-09-27,Jimmy Crute,Ivan Erslan,Red,Light Heavyweight,MALE,3,1,0,3,0,0,2,6,0,4,2,19,6,0,0,3,0,3,0,187.96,187.96,187.96,182.88,29,33,4.15,2.55,0.52,0.46,2.0,0.0,4.39,0.45,0.52,0.2,Orthodox,Orthodox,10,2
2025-09-27,Jack Jenkins,Ramon Taveras,Red,Featherweight,MALE,3,0,0,3,2,1,1,4,2,2,2,17,8,0,0,2,1,0,0,170.18,172.72,172.72,177.8,31,31,4.48,4.07,0.61,0.43,0.2,0.0,1.98,0.0,0.6,0.0,Switch,Southpaw,6,4
2025-09-27,Jake Matthews,Neil Magny,Blue,Welterweight,MALE,3,3,1,3,7,0,0,15,23,7,12,54,91,0,0,2,7,6,2,180.34,190.5,185.42,203.2,31,38,3.34,3.4,0.43,0.46,0.8,0.3,1.44,2.17,0.41,0.39,Orthodox,Orthodox,22,35
2025-09-27,Tom Nolan,Charlie Campbell,Red,Lightweight,MALE,3,3,2,3,2,0,0,4,2,1,1,9,5,0,0,2,1,0,0,190.5,182.88,185.42,182.88,25,30,5.87,5.23,0.45,0.51,1.9,0.0,0.74,2.45,0.22,0.36,Southpaw,Orthodox,5,3
2025-09-27,Navajo Stirling,Rodolfo Bellato,Red,Light Heavyweight,MALE,3,3,2,3,2,0,0,3,2,0,1,8,10,0,0,1,2,0,0,193.04,190.5,200.66,190.5,27,29,6.25,5.37,0.52,0.6,0.0,0.2,0.98,1.38,0.28,0.35,Orthodox,Orthodox,3,3
2025-09-27,Cam Rowston,Andre Petroski,Red,Middleweight,MALE,3,1,0,1,5,0,1,1,8,1,3,4,28,0,0,1,1,0,2,190.5,182.88,198.12,185.42,30,34,4.26,2.81,0.46,0.49,0.5,1.3,0.5,3.15,0.5,0.51,Orthodox,Switch,2,11
2025-09-27,Jamie Mullarkey,Rolando Bedoya,Red,Lightweight,MALE,3,0,0,2,0,2,3,5,0,6,3,24,9,0,0,2,0,0,0,182.88,180.34,187.96,187.96,31,28,4.1,6.23,0.46,0.47,0.1,0.2,2.46,0.0,0.3,0.0,Orthodox,Orthodox,11,3
2025-09-13,Diego Lopes,Jean Silva,Red,Featherweight,MALE,5,0,6,5,6,1,0,5,6,3,0,20,12,2,0,2,4,1,1,180.34,170.18,182.88,175.26,30,28,3.83,4.82,0.47,0.51,1.4,0.6,0.88,1.2,0.5,0.6,Orthodox,Orthodox,8,6
2025-09-13,Rob Font,David Martinez,Blue,Bantamweight,MALE,3,2,2,4,2,0,0,12,2,7,0,52,4,0,0,6,1,1,0,172.72,165.1,180.34,170.18,38,27,5.11,4.82,0.45,0.46,0.3,0.0,0.7,0.6,0.29,0.25,Orthodox,Orthodox,19,2
2025-09-13,Rafa Garcia,Jared Gordon,Red,Lightweight,MALE,3,1,1,2,3,0,0,5,9,4,6,25,37,0,0,0,3,1,0,170.18,175.26,177.8,172.72,31,37,4.31,5.64,0.45,0.53,0.5,0.0,3.13,1.78,0.44,0.32,Orthodox,Orthodox,9,15
2025-09-13,Kelvin Gastelum,Dustin Stoltzfus,Red,Middleweight,MALE,3,0,0,5,1,1,1,13,4,10,6,69,21,2,0,3,2,2,1,175.26,182.88,180.34,190.5,33,33,3.67,3.3,0.42,0.45,0.1,1.1,1.01,2.08,0.34,0.37,Southpaw,Orthodox,23,10
2025-09-13,Alexander Hernandez,Diego Ferreira,Red,Lightweight,MALE,3,3,0,3,6,0,1,9,10,7,6,36,36,0,0,4,5,0,2,175.26,175.26,182.88,187.96,32,40,4.31,4.7,0.4,0.39,0.1,0.6,1.14,0.82,0.36,0.3,Orthodox,Orthodox,16,16
2025-09-13,Jose Daniel Medina,Dusko Todorovic,Blue,Middleweight,MALE,3,0,0,0,2,3,3,0,4,3,6,7,18,0,0,0,3,0,0,182.88,185.42,187.96,187.96,34,31,2.13,4.73,0.36,0.57,0.0,0.3,0.39,1.77,0.33,0.21,Orthodox,Orthodox,3,10
2025-09-13,Claudio Puelles,Joaquim Silva,Blue,Lightweight,MALE,3,0,0,5,3,2,1,5,6,3,5,20,27,1,0,0,3,3,0,177.8,172.72,182.88,175.26,29,36,1.54,3.43,0.46,0.43,1.0,0.8,3.29,0.34,0.33,0.5,Southpaw,Southpaw,8,11
2025-09-13,Zach Reese,Sedriques Dumas,No Contest,Middleweight,MALE,3,1,0,2,2,0,1,4,4,2,3,10,14,0,0,1,0,1,1,193.04,187.96,195.58,200.66,31,30,4.48,2.0,0.54,0.44,1.3,0.2,2.8,1.34,0.61,0.31,Switch,Orthodox,6,7
2025-09-06,Nassourdine Imavov,Caio Borralho,Red,Middleweight,MALE,5,4,9,4,9,0,0,8,9,2,0,34,25,0,0,4,2,0,1,190.5,185.42,190.5,190.5,29,32,4.28,3.47,0.54,0.56,1.0,0.4,0.74,1.25,0.32,0.5,Orthodox,Southpaw,10,9
2025-09-06,Benoit Saint Denis,Mauricio Ruffy,Red,Lightweight,MALE,3,1,4,5,4,0,0,6,4,3,0,17,8,0,0,3,3,3,0,180.34,180.34,185.42,190.5,29,29,5.62,4.19,0.58,0.58,1.8,0.0,4.19,0.0,0.35,0.0,Southpaw,Orthodox,9,4
2025-09-06,Modestas Bukauskas,Paul Craig,Red,Light Heavyweight,MALE,3,3,0,3,4,0,3,6,9,4,9,22,38,0,0,2,3,1,6,190.5,190.5,193.04,193.04,31,37,3.24,2.5,0.42,0.45,0.1,1.3,0.26,1.43,0.66,0.18,Switch,Orthodox,10,18
2025-09-06,Bolaji Oki,Mason Jones,Blue,Lightweight,MALE,3,1,1,2,1,0,0,3,2,1,2,8,14,0,0,1,0,0,0,177.8,177.8,185.42,187.96,29,30,6.42,5.98,0.45,0.42,0.0,0.2,1.02,3.48,0.57,0.55,Orthodox,Orthodox,4,4
2025-09-06,Oumar Sy,Brendson Ribeiro,Red,Light Heavyweight,MALE,3,0,0,2,2,1,1,2,3,1,3,7,11,0,0,0,1,1,1,193.04,190.5,210.82,205.74,29,28,3.41,3.06,0.48,0.42,0.3,0.6,2.45,0.9,0.35,0.42,Orthodox,Orthodox,3,6
2025-09-06,Sam Patterson,Trey Waters,Red,Welterweight,MALE,3,3,2,3,2,0,0,4,2,1,1,6,7,0,0,1,0,3,0,190.5,195.58,198.12,195.58,29,30,2.62,6.39,0.37,0.44,1.6,0.8,0.82,0.4,0.5,0.33,Orthodox,Orthodox,5,3
2025-09-06,Andreas Gustafsson,Rinat Fakhretdinov,Blue,Welterweight,MALE,3,2,5,2,3,0,0,2,5,0,0,5,16,0,0,1,0,0,1,185.42,182.88,185.42,187.96,34,33,5.82,5.03,0.71,0.52,0.0,0.2,6.19,3.91,0.58,0.34,Orthodox,Orthodox,2,5
2025-08-23,Johnny Walker,Zhang Mingyang,Red,Light Heavyweight,MALE,5,0,4,4,4,2,0,8,4,6,0,26,4,0,0,5,4,1,0,198.12,187.96,208.28,190.5,33,27,4.06,7.71,0.55,0.6,0.8,0.0,0.42,0.0,0.6,0.0,Orthodox,Orthodox,14,4
2025-08-23,Maheshate,Gauge Young,Blue,Lightweight,MALE,3,0,0,2,0,1,2,3,0,3,2,15,6,0,0,1,0,0,0,182.88,175.26,180.34,177.8,25,25,3.96,5.71,0.31,0.51,0.0,0.0,0.0,1.0,0.0,0.3,Orthodox,Orthodox,6,2
2025-08-23,Rongzhu,Austin Hubbard,Red,Lightweight,MALE,3,1,0,3,1,0,2,5,4,3,7,21,29,1,0,2,1,1,0,175.26,177.8,180.34,180.34,25,33,6.02,3.97,0.51,0.42,0.1,0.1,1.35,1.63,0.62,0.28,Orthodox,Orthodox,8,11
2025-08-23,Michel Pereira,Kyle Daukaus,Blue,Middleweight,MALE,3,0,0,8,1,2,2,9,3,4,4,33,17,0,0,2,0,3,1,185.42,187.96,185.42,193.04,31,32,4.46,3.32,0.51,0.53,0.7,2.1,1.21,2.08,0.56,0.25,Orthodox,Southpaw,13,7
2025-08-23,Yizha,Westin Wilson,Red,Featherweight,MALE,3,0,1,3,1,1,0,5,1,2,2,15,3,2,0,0,0,3,1,170.18,185.42,180.34,185.42,28,36,3.25,1.57,0.47,0.31,0.9,7.9,3.42,1.57,0.33,0.16,Orthodox,Southpaw,7,3
2025-08-23,Xiao Long,SuYoung You,Blue,Bantamweight,MALE,3,1,4,2,4,0,0,3,4,2,0,15,12,0,1,1,0,0,0,172.72,167.64,177.8,165.1,27,29,5.06,2.15,0.47,0.47,0.0,0.4,0.74,4.26,0.27,0.47,Orthodox,Orthodox,5,4
2025-08-16,Dricus Du Plessis,Khamzat Chimaev,Blue,Middleweight,MALE,5,9,8,9,8,0,0,9,8,0,0,27,13,3,0,4,2,2,4,185.42,187.96,193.04,190.5,31,31,5.18,4.04,0.48,0.6,0.7,1.8,2.22,5.29,0.51,0.55,Switch,Orthodox,9,8
2025-08-16,Geoff Neal,Carlos Prates,Blue,Welterweight,MALE,3,1,0,6,5,0,1,9,5,4,1,31,13,0,0,6,5,1,0,180.34,185.42,190.5,198.12,34,31,5.02,3.77,0.5,0.55,0.1,0.0,0.54,0.21,0.45,1.0,Southpaw,Switch,13,6
2025-08-16,Jared Cannonier,Michael Page,Blue,Middleweight,MALE,3,1,1,3,1,0,0,11,2,8,1,58,9,1,0,7,0,0,0,180.34,190.5,195.58,200.66,41,38,4.42,2.28,0.49,0.58,0.0,0.0,0.54,0.19,0.4,0.16,Switch,Switch,19,3
