date,R_fighter,B_fighter,Winner,weight_class,gender,no_of_rounds,R_current_win_streak,B_current_win_streak,R_longest_win_streak,B_longest_win_streak,R_current_lose_streak,B_current_lose_streak,R_wins,B_wins,R_losses,B_losses,R_total_rounds_fought,B_total_rounds_fought,R_total_title_bouts,B_total_title_bouts,R_win_by_KO/TKO,B_win_by_KO/TKO,R_win_by_Submission,B_win_by_Submission,R_Height_cms,B_Height_cms,R_Reach_cms,B_Reach_cms,R_age,B_age,R_avg_SIG_STR_landed,B_avg_SIG_STR_landed,R_avg_SIG_STR_pct,B_avg_SIG_STR_pct,R_avg_SUB_ATT,B_avg_SUB_ATT,R_avg_TD_landed,B_avg_TD_landed,R_avg_TD_pct,B_avg_TD_pct,R_Stance,B_Stance,R_ufc_fights,B_ufc_fights
2020-12-12,Chase Hooper,Peter Barrett,Red,Featherweight,MALE,3,1,0,2,1,0,2,3,1,1,2,2,1,0,0,0,0,0,0,185.42,177.8,187.96,185.42,21,34,4.43,4.18,0.45,0.61,2.2,0.0,0.32,1.39,0.07,0.22,Southpaw,Southpaw,4,3
2020-12-05,Jack Hermansson,Marvin Vettori,Blue,Middleweight,MALE,5,1,3,4,3,0,0,8,5,3,2,21,20,0,0,3,0,3,2,185.42,182.88,195.58,187.96,32,27,5.08,4.33,0.48,0.43,0.9,0.9,2.19,1.67,0.35,0.47,Orthodox,Southpaw,11,7
2020-12-05,Ovince Saint Preux,Jamahal Hill,Blue,Light Heavyweight,MALE,3,1,2,5,2,0,0,19,2,10,0,67,6,1,0,9,1,5,0,190.5,193.04,203.2,200.66,37,29,2.64,7.9,0.46,0.52,0.6,0.0,1.23,0.0,0.4,0.0,Southpaw,Southpaw,29,2
2020-12-05,Gabriel Benitez,Justin Jaynes,Red,Lightweight,MALE,3,0,0,2,1,2,1,5,1,4,1,20,4,0,0,1,1,2,0,172.72,170.18,180.34,172.72,32,31,4.14,4.6,0.38,0.43,1.2,1.2,0.18,0.0,0.5,0.0,Southpaw,Orthodox,9,2
2020-12-05,Louis Smolka,Jose Quinonez,Red,Bantamweight,MALE,3,0,0,4,4,1,1,7,5,7,3,31,19,0,0,3,0,2,1,175.26,172.72,172.72,175.26,29,30,4.25,3.41,0.46,0.46,2.0,0.7,1.61,2.58,0.34,0.45,Orthodox,Southpaw,14,8
2020-11-28,Anthony Smith,Devin Clark,Red,Light Heavyweight,MALE,5,0,2,3,2,2,0,10,6,8,4,45,24,1,0,6,0,3,0,193.04,182.88,193.04,190.5,32,30,2.97,3.4,0.46,0.57,0.7,0.1,0.41,2.76,0.25,0.36,Orthodox,Orthodox,18,10
2020-11-28,Miguel Baeza,Takashi Sato,Red,Welterweight,MALE,3,3,1,3,1,0,0,3,2,0,1,7,6,0,0,2,2,0,0,187.96,177.8,187.96,185.42,28,30,4.78,3.94,0.56,0.41,1.1,0.0,0.54,0.79,0.33,0.5,Orthodox,Southpaw,3,3
2020-11-28,Spike Carlyle,Bill Algeo,Blue,Featherweight,MALE,3,0,0,1,0,1,2,1,0,1,2,4,6,0,0,1,0,0,0,172.72,182.88,180.34,185.42,27,31,3.47,7.87,0.6,0.53,0.0,0.0,2.74,0.5,0.5,0.33,Switch,Switch,2,2
2020-11-28,Martin Day,Anderson Dos Santos,Blue,Bantamweight,MALE,3,0,0,0,0,3,2,0,0,3,2,9,6,0,0,0,0,0,0,177.8,165.1,185.42,177.8,32,35,5.39,2.7,0.45,0.26,0.7,0.5,0.7,1.0,0.5,0.2,Orthodox,Orthodox,3,2
2020-11-21,Mike Perry,Tim Means,Blue,Welterweight,MALE,3,1,1,2,4,0,0,7,12,6,9,30,48,0,0,4,5,0,2,177.8,187.96,180.34,190.5,29,36,4.36,4.92,0.48,0.46,0.0,0.2,0.66,0.98,0.46,0.42,Orthodox,Orthodox,13,21
2020-11-21,Mauricio Rua,Paul Craig,Blue,Light Heavyweight,MALE,3,2,2,8,1,0,0,27,5,11,4,79,19,3,0,21,0,1,5,185.42,190.5,193.04,193.04,38,32,3.63,2.3,0.5,0.48,0.8,1.6,2.17,1.61,0.48,0.21,Orthodox,Orthodox,38,9
2020-11-21,Daniel Rodriguez,Nicolas Dalby,Blue,Welterweight,MALE,3,4,1,4,1,0,0,4,2,0,2,9,16,0,0,1,0,1,0,185.42,180.34,187.96,187.96,33,36,8.46,3.17,0.48,0.38,0.4,0.0,1.83,1.74,0.83,0.45,Southpaw,Orthodox,4,4
2020-11-14,Paul Felder,Rafael Dos Anjos,Blue,Lightweight,MALE,5,0,0,3,5,1,2,9,18,5,11,38,86,0,4,4,4,1,4,180.34,172.72,177.8,177.8,36,36,3.67,3.47,0.43,0.45,0.2,0.6,0.25,1.82,0.25,0.39,Orthodox,Southpaw,14,29
2020-11-14,Geraldo de Freitas,Tony Gravely,Blue,Bantamweight,MALE,3,0,0,1,1,1,1,1,1,1,1,6,6,0,0,0,1,0,0,170.18,165.1,182.88,175.26,29,29,2.97,3.94,0.47,0.59,0.0,1.2,4.0,4.77,0.5,0.66,Orthodox,Orthodox,2,2
2020-11-07,Thiago Santos,Glover Teixeira,Blue,Light Heavyweight,MALE,5,0,4,4,8,1,0,13,17,6,6,37,51,1,1,11,8,0,6,187.96,187.96,193.04,193.04,36,41,4.44,3.74,0.47,0.47,0.1,0.9,0.83,1.87,0.4,0.38,Orthodox,Orthodox,19,23
2020-11-07,Raoni Barcelos,Khalid Taha,Red,Bantamweight,MALE,3,4,1,4,1,0,0,4,1,0,1,10,7,0,0,2,1,1,0,170.18,165.1,170.18,175.26,33,28,4.79,2.64,0.5,0.5,0.7,0.5,2.31,0.0,0.58,0.0,Orthodox,Orthodox,4,2
2020-11-07,Trevin Giles,Bevon Lewis,Red,Middleweight,MALE,3,1,1,2,2,0,0,3,3,2,2,14,12,0,0,2,2,0,0,182.88,190.5,187.96,200.66,28,29,3.61,4.05,0.56,0.45,0.2,0.0,1.47,0.0,1.0,0.0,Orthodox,Orthodox,5,5
2020-11-07,Darren Elkins,Eduardo Garagorri,Red,Featherweight,MALE,3,0,0,6,1,4,1,14,1,8,1,57,4,0,0,3,0,1,0,177.8,175.26,180.34,177.8,36,31,3.54,3.75,0.37,0.54,1.2,0.0,2.43,0.79,0.33,1.0,Orthodox,Orthodox,22,2
2020-10-31,Uriah Hall,Anderson Silva,Red,Middleweight,MALE,5,2,0,3,17,0,2,8,31,7,10,32,91,0,13,6,20,0,3,182.88,187.96,200.66,195.58,36,45,3.31,3.04,0.5,0.62,0.2,0.8,0.75,0.52,0.38,0.77,Orthodox,Southpaw,15,41
2020-10-31,Bryce Mitchell,Andre Fili,Red,Featherweight,MALE,3,4,1,4,2,0,0,4,9,0,6,10,37,0,0,0,3,1,0,177.8,180.34,177.8,187.96,26,30,2.05,3.9,0.59,0.36,2.7,0.2,2.13,2.71,0.41,0.49,Southpaw,Orthodox,4,15
2020-10-31,Bobby Green,Thiago Moises,Blue,Lightweight,MALE,3,3,1,8,1,0,0,12,3,7,2,53,12,0,0,1,1,3,1,177.8,175.26,180.34,177.8,34,25,5.13,2.68,0.51,0.43,0.4,1.6,1.53,1.1,0.39,0.28,Orthodox,Orthodox,19,5
2020-10-31,Chris Gruetzemacher,Alexander Hernandez,Blue,Lightweight,MALE,3,1,0,2,2,0,1,3,3,2,2,11,11,0,0,2,1,0,0,172.72,175.26,172.72,182.88,34,28,7.12,3.17,0.58,0.38,0.0,0.0,0.0,2.15,0.0,0.38,Orthodox,Orthodox,5,5
2020-10-31,Sean Strickland,Jack Marshman,Red,Middleweight,MALE,3,1,0,3,1,0,1,7,3,3,4,25,15,0,0,2,1,1,0,185.42,182.88,193.04,185.42,29,30,4.34,2.64,0.35,0.28,0.5,0.0,1.37,0.0,0.57,0.0,Orthodox,Orthodox,10,7
2020-10-31,Dustin Jacoby,Justin Ledet,Red,Light Heavyweight,MALE,3,1,0,1,3,0,3,1,3,2,3,9,14,0,0,0,0,0,1,190.5,193.04,193.04,203.2,32,32,3.4,3.33,0.46,0.39,0.0,0.2,0.3,0.24,1.0,0.5,Orthodox,Orthodox,3,6
2020-10-24,Khabib Nurmagomedov,Justin Gaethje,Red,Lightweight,MALE,5,12,4,12,4,0,0,12,5,0,2,36,17,3,1,2,5,4,0,177.8,180.34,177.8,177.8,32,31,4.11,7.74,0.49,0.59,0.7,0.0,5.35,0.0,0.47,0.0,Orthodox,Orthodox,12,7
2020-10-24,Robert Whittaker,Jared Cannonier,Red,Middleweight,MALE,3,1,3,9,3,0,0,12,6,3,4,42,20,2,0,5,5,0,0,182.88,180.34,185.42,195.58,29,36,4.51,3.72,0.4,0.51,0.0,0.0,0.46,0.18,0.3,0.33,Orthodox,Switch,15,10
2020-10-24,Magomed Ankalaev,Ion Cutelaba,Red,Light Heavyweight,MALE,3,4,0,4,2,0,1,4,4,1,4,11,15,0,0,3,3,0,0,190.5,185.42,190.5,190.5,28,26,3.46,5.29,0.56,0.39,0.0,0.0,0.68,2.59,0.33,0.71,Orthodox,Southpaw,5,8
2020-10-24,Joel Alvarez,Alexander Yakovlev,Red,Lightweight,MALE,3,2,0,2,2,0,1,2,3,1,5,6,20,0,0,1,1,1,1,190.5,190.5,195.58,187.96,26,36,3.03,1.79,0.36,0.47,0.6,0.2,0.0,1.56,0.0,0.33,Orthodox,Southpaw,3,8
2020-10-17,Brian Ortega,Chan Sung Jung,Red,Featherweight,MALE,5,0,2,6,3,1,0,6,6,1,4,20,24,1,1,3,4,3,2,172.72,170.18,175.26,182.88,29,33,4.07,4.58,0.33,0.41,1.4,0.6,0.51,0.78,0.16,0.41,Switch,Orthodox,7,10
2020-10-17,Claudio Silva,James Krause,Blue,Welterweight,MALE,3,5,0,5,6,0,1,5,8,0,6,11,33,0,0,0,3,3,2,180.34,187.96,180.34,185.42,38,34,2.8,4.65,0.51,0.48,2.1,1.0,3.32,1.05,0.33,0.18,Southpaw,Orthodox,5,14
2020-10-17,Thomas Almeida,Jonathan Martinez,Blue,Featherweight,MALE,3,0,1,4,2,2,0,5,3,3,2,15,15,0,0,4,2,0,0,170.18,172.72,177.8,177.8,29,26,5.66,4.22,0.45,0.5,0.0,0.0,0.0,0.64,0.0,0.37,Southpaw,Southpaw,8,5
2020-10-17,Junyong Park,John Phillips,Red,Middleweight,MALE,3,1,0,1,1,0,1,1,1,1,4,5,10,0,0,0,1,0,0,177.8,180.34,185.42,190.5,29,35,6.41,2.25,0.47,0.34,0.0,0.0,3.04,0.0,0.5,0.0,Orthodox,Southpaw,2,5
2020-10-10,Marlon Moraes,Cory Sandhagen,Blue,Bantamweight,MALE,5,1,0,4,5,0,1,5,5,2,1,15,12,1,0,2,2,1,1,167.64,180.34,170.18,177.8,32,28,3.53,6.95,0.39,0.48,0.5,0.6,0.46,1.2,0.25,0.5,Orthodox,Switch,7,6
2020-10-10,Edson Barboza,Makwan Amirkhani,Red,Featherweight,MALE,3,0,1,4,3,3,0,14,6,9,2,58,17,0,0,7,1,0,3,180.34,177.8,190.5,182.88,34,31,4.08,1.55,0.43,0.46,0.1,1.6,0.46,3.45,0.44,0.36,Orthodox,Southpaw,23,8
2020-10-10,Giga Chikadze,Omar Morales,Red,Featherweight,MALE,3,3,2,3,2,0,0,3,2,0,0,9,6,0,0,0,0,0,0,182.88,180.34,187.96,185.42,32,34,3.31,3.85,0.44,0.37,0.0,0.0,0.51,0.42,0.5,1.0,Orthodox,Orthodox,3,2
2020-10-03,Carlos Condit,Court McGee,Red,Welterweight,MALE,3,0,0,5,3,5,2,12,8,10,8,57,45,7,1,6,0,4,2,187.96,180.34,190.5,190.5,36,35,3.56,4.86,0.39,0.35,1.2,0.4,0.58,1.71,0.55,0.21,Orthodox,Orthodox,22,16
2020-10-03,Casey Kenney,Heili Alateng,Red,Bantamweight,MALE,3,1,2,2,2,0,0,3,2,1,0,10,6,0,0,0,0,1,0,170.18,165.1,172.72,167.64,29,28,3.66,2.77,0.42,0.37,0.8,0.0,1.35,3.5,0.5,0.35,Southpaw,Orthodox,4,2
2020-09-26,Israel Adesanya,Paulo Costa,Red,Middleweight,MALE,5,8,5,8,5,0,0,8,5,0,0,26,10,3,0,3,4,0,0,193.04,185.42,203.2,182.88,31,29,3.96,8.43,0.48,0.57,0.3,0.0,0.0,0.0,0.0,0.0,Switch,Orthodox,8,5
2020-09-26,Dominick Reyes,Jan Blachowicz,Blue,Light Heavyweight,MALE,5,0,3,6,4,1,0,6,9,1,5,15,37,1,0,3,3,1,2,193.04,187.96,195.58,198.12,30,37,4.88,3.45,0.49,0.48,0.2,0.3,0.24,1.16,0.16,0.52,Southpaw,Orthodox,7,14
2020-09-26,Hakeem Dawodu,Zubaira Tukhugov,Red,Featherweight,MALE,3,4,1,4,3,0,0,4,4,1,1,13,14,0,0,1,2,0,0,172.72,172.72,185.42,172.72,29,29,5.28,2.58,0.46,0.38,0.0,0.0,0.0,2.88,0.0,0.56,Orthodox,Orthodox,5,5
2020-09-26,Brad Riddell,Alex Da Silva,Red,Lightweight,MALE,3,2,1,2,1,0,0,2,1,0,1,6,5,0,0,0,0,0,0,170.18,172.72,180.34,185.42,28,24,4.3,1.08,0.57,0.43,0.0,0.0,1.0,2.59,1.0,0.57,Orthodox,Orthodox,2,2
2020-09-26,Diego Sanchez,Jake Matthews,Blue,Welterweight,MALE,3,1,2,9,3,0,0,22,9,12,4,86,31,2,0,6,1,2,4,177.8,180.34,182.88,185.42,38,26,2.73,2.98,0.38,0.46,0.9,0.7,1.57,2.2,0.24,0.41,Southpaw,Orthodox,34,13
2020-09-19,Colby Covington,Tyron Woodley,Red,Welterweight,MALE,5,0,0,7,8,1,2,10,17,2,5,38,63,2,7,2,6,2,4,180.34,175.26,182.88,187.96,32,38,4.17,2.38,0.37,0.49,0.2,0.4,4.91,1.11,0.51,0.39,Orthodox,Orthodox,12,22
2020-09-19,Khamzat Chimaev,Gerald Meerschaert,Red,Middleweight,MALE,3,2,0,2,2,0,1,2,6,0,5,3,22,0,0,1,1,1,5,187.96,185.42,190.5,195.58,26,32,8.88,3.31,0.72,0.42,3.2,1.7,4.81,2.34,0.75,0.43,Orthodox,Southpaw,2,11
2020-09-19,Johnny Walker,Ryan Spann,Red,Light Heavyweight,MALE,3,0,4,3,4,2,0,3,4,2,0,7,9,0,0,3,1,0,1,198.12,195.58,208.28,200.66,28,29,4.01,3.32,0.7,0.43,1.3,1.9,0.43,1.13,1.0,0.3,Orthodox,Orthodox,5,4
2020-09-19,Kevin Holland,Darren Stewart,Red,Middleweight,MALE,3,2,3,3,3,0,0,5,5,2,4,18,21,0,0,2,2,1,1,190.5,182.88,205.74,187.96,27,29,4.65,2.97,0.55,0.43,1.0,0.2,1.12,1.32,0.43,0.42,Orthodox,Orthodox,7,9
2020-09-19,Andre Ewell,Irwin Rivera,Red,Bantamweight,MALE,3,1,1,1,1,0,0,3,1,2,1,15,6,0,0,0,0,0,0,172.72,167.64,190.5,170.18,32,31,3.74,2.33,0.4,0.41,0.0,0.0,0.21,1.0,0.5,0.22,Southpaw,Southpaw,5,2
2020-09-12,Ed Herman,Mike Rodriguez,Red,Light Heavyweight,MALE,3,2,1,3,1,0,0,12,2,11,2,52,9,1,0,4,2,4,0,185.42,193.04,195.58,208.28,39,31,3.33,4.59,0.49,0.54,1.2,0.0,2.2,0.0,0.48,0.0,Orthodox,Southpaw,23,4
2020-09-12,Billy Quarantillo,Kyle Nelson,Red,Featherweight,MALE,3,2,1,2,1,0,0,2,1,0,2,5,6,0,0,0,1,1,0,177.8,180.34,177.8,180.34,31,29,7.43,2.73,0.79,0.36,3.1,2.8,1.34,1.41,0.42,0.16,Orthodox,Switch,2,3
2020-09-12,Bobby Green,Alan Patrick,Red,Lightweight,MALE,3,2,0,8,3,0,1,11,5,7,2,50,18,0,0,1,1,3,0,177.8,180.34,180.34,187.96,34,37,5.22,1.88,0.5,0.43,0.4,0.4,1.33,3.92,0.36,0.4,Orthodox,Southpaw,18,7
2020-09-05,Ovince Saint Preux,Alonzo Menifield,Red,Light Heavyweight,MALE,3,0,0,5,2,1,1,18,2,10,1,65,5,1,0,8,2,5,0,190.5,182.88,203.2,193.04,37,32,2.6,3.75,0.46,0.47,0.6,0.0,1.27,0.0,0.4,0.0,Southpaw,Orthodox,28,3
2020-09-05,Michel Pereira,Zelim Imadaev,Red,Welterweight,MALE,3,0,0,1,0,2,2,1,0,2,2,7,5,0,0,1,0,0,0,185.42,182.88,185.42,193.04,26,25,3.04,3.69,0.51,0.41,0.0,0.0,2.0,0.6,0.57,0.5,Orthodox,Orthodox,3,2
2020-09-05,Cole Smith,Hunter Azure,Blue,Bantamweight,MALE,3,0,0,1,1,1,1,1,1,1,1,6,5,0,0,0,0,0,0,180.34,172.72,170.18,175.26,31,28,1.63,4.71,0.33,0.49,1.0,1.9,1.5,1.55,0.3,0.33,Orthodox,Orthodox,2,2
2020-08-29,Anthony Smith,Aleksandar Rakic,Blue,Light Heavyweight,MALE,3,0,0,3,4,1,1,10,4,7,1,42,11,1,0,6,2,3,0,193.04,193.04,193.04,198.12,32,28,3.19,5.17,0.46,0.52,0.7,0.3,0.45,1.2,0.27,0.28,Orthodox,Orthodox,17,5
2020-08-29,Robbie Lawler,Neil Magny,Blue,Welterweight,MALE,3,0,2,5,7,3,0,19,16,13,6,88,58,6,0,12,5,0,1,180.34,190.5,187.96,203.2,38,33,3.57,3.95,0.45,0.47,0.0,0.3,0.71,2.55,0.66,0.44,Southpaw,Orthodox,32,22
2020-08-29,Alessio Di Chirico,Zak Cummings,Blue,Middleweight,MALE,3,0,0,2,2,2,1,3,8,4,5,18,30,0,0,1,1,0,4,182.88,182.88,187.96,190.5,30,36,3.2,2.47,0.42,0.32,0.0,0.8,1.95,0.75,0.5,0.28,Orthodox,Southpaw,7,13
2020-08-22,Pedro Munhoz,Frankie Edgar,Blue,Bantamweight,MALE,5,0,0,4,5,1,2,8,17,4,8,26,89,0,9,3,5,3,2,167.64,167.64,165.1,172.72,33,38,5.29,3.6,0.42,0.4,1.1,0.3,0.92,2.34,0.21,0.31,Orthodox,Orthodox,12,25
2020-08-22,Marcin Prachnio,Mike Rodriguez,Blue,Light Heavyweight,MALE,3,0,0,0,1,2,1,0,1,2,2,2,8,0,0,0,1,0,0,190.5,193.04,187.96,208.28,32,31,2.39,4.3,0.39,0.52,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,Southpaw,2,3
2020-08-22,Daniel Rodriguez,Dwight Grant,Red,Welterweight,MALE,3,2,2,2,2,0,0,2,2,0,1,5,7,0,0,0,1,1,0,185.42,185.42,187.96,193.04,33,35,8.6,2.87,0.48,0.36,0.4,0.0,1.94,0.36,0.83,1.0,Southpaw,Switch,2,3
2020-08-15,Sean O'Malley,Marlon Vera,Blue,Bantamweight,MALE,3,4,0,4,5,0,1,4,9,0,5,8,34,0,0,2,4,0,4,180.34,172.72,182.88,177.8,25,27,6.86,3.7,0.58,0.48,1.2,1.3,1.18,0.88,0.5,0.42,Switch,Switch,4,14
2020-08-15,John Dodson,Merab Dvalishvili,Blue,Bantamweight,MALE,3,1,4,3,4,0,0,10,4,6,2,46,18,3,0,6,0,0,0,160.02,167.64,167.64,172.72,35,29,3.3,4.01,0.41,0.39,0.0,0.3,0.76,8.67,0.28,0.5,Orthodox,Orthodox,16,6
2020-08-15,Jim Miller,Vinc Pichel,Blue,Lightweight,MALE,3,1,1,7,4,0,0,21,5,13,2,77,16,0,0,3,1,10,0,172.72,177.8,180.34,182.88,36,37,2.81,3.29,0.4,0.45,1.9,0.4,1.68,4.0,0.41,0.6,Southpaw,Orthodox,34,7
2020-08-15,Herbert Burns,Daniel Pineda,Blue,Featherweight,MALE,3,2,0,2,2,0,2,2,3,0,4,2,13,0,0,1,0,1,3,175.26,170.18,185.42,177.8,32,35,2.6,2.99,0.44,0.43,6.9,2.0,4.59,1.46,1.0,0.25,Orthodox,Orthodox,2,7
2020-08-08,Omari Akhmedov,Chris Weidman,Blue,Middleweight,MALE,3,5,0,3,9,0,2,8,10,3,5,30,36,0,5,2,4,0,3,182.88,187.96,185.42,198.12,32,36,2.99,3.14,0.34,0.42,0.2,1.0,2.4,3.82,0.5,0.5,Orthodox,Orthodox,11,15
2020-08-08,Maki Pitolo,Darren Stewart,Blue,Middleweight,MALE,3,1,2,1,2,0,0,1,4,1,4,5,20,0,0,1,2,0,0,177.8,182.88,190.5,187.96,29,29,5.22,2.94,0.45,0.44,0.7,0.0,1.98,1.38,0.6,0.44,Orthodox,Orthodox,2,8
2020-08-08,Beneil Dariush,Scott Holtzman,Red,Lightweight,MALE,3,4,2,5,3,0,0,12,7,4,3,35,29,0,0,2,2,5,1,177.8,175.26,182.88,175.26,31,36,3.87,4.52,0.49,0.49,1.1,0.2,1.8,2.23,0.33,0.6,Southpaw,Orthodox,16,10
2020-08-08,Tim Means,Laureano Staropoli,Red,Welterweight,MALE,3,0,0,4,2,1,1,11,2,9,1,45,9,0,0,5,0,2,0,187.96,185.42,190.5,180.34,36,27,4.87,4.29,0.45,0.31,0.2,0.0,0.91,0.33,0.44,0.25,Orthodox,Orthodox,20,3
2020-08-08,Andrew Sanchez,Wellington Turman,Red,Middleweight,MALE,3,0,1,2,1,1,0,4,1,3,1,21,6,1,0,0,0,0,0,185.42,182.88,187.96,182.88,32,24,4.49,2.43,0.43,0.42,0.0,1.0,2.25,3.0,0.33,0.37,Orthodox,Orthodox,7,2
2020-08-01,Derek Brunson,Edmen Shahbazyan,Red,Middleweight,MALE,3,2,4,5,4,0,0,14,4,6,0,36,6,0,0,6,2,2,1,185.42,187.96,195.58,187.96,36,22,3.39,4.11,0.45,0.52,0.5,0.8,2.8,6.77,0.29,0.4,Southpaw,Orthodox,20,4
2020-08-01,Vicente Luque,Randy Brown,Red,Welterweight,MALE,3,1,2,6,2,0,0,11,6,3,3,28,23,0,0,7,2,3,2,180.34,190.5,190.5,198.12,28,30,5.66,3.41,0.53,0.47,0.8,0.6,0.73,0.95,0.5,0.46,Orthodox,Orthodox,14,9
2020-08-01,Lando Vannata,Bobby Green,Blue,Lightweight,MALE,3,1,1,1,8,0,0,3,10,4,7,22,47,0,0,1,1,1,3,175.26,177.8,180.34,180.34,28,33,4.72,5.01,0.44,0.49,0.4,0.4,1.15,1.19,0.36,0.31,Orthodox,Orthodox,7,17
2020-08-01,Frankie Saenz,Jonathan Martinez,Blue,Bantamweight,MALE,3,0,0,3,2,1,1,5,2,4,2,25,12,0,0,0,1,0,0,167.64,172.72,167.64,177.8,39,26,3.97,3.67,0.46,0.47,0.1,0.0,1.77,0.51,0.32,0.28,Orthodox,Southpaw,9,4
2020-07-25,Robert Whittaker,Darren Till,Red,Middleweight,MALE,5,0,1,9,4,1,0,11,6,3,2,37,24,3,1,5,2,0,0,182.88,182.88,185.42,187.96,29,27,4.77,2.41,0.39,0.46,0.0,0.0,0.36,0.66,0.57,0.41,Orthodox,Southpaw,14,8
2020-07-25,Mauricio Rua,Rogerio Nogueira,Red,Light Heavyweight,MALE,3,1,0,8,7,0,1,26,19,11,8,76,57,4,0,21,8,1,4,185.42,187.96,193.04,190.5,38,44,3.63,2.39,0.5,0.34,0.8,0.8,2.17,0.67,0.48,0.44,Orthodox,Southpaw,37,27
2020-07-25,Paul Craig,Gadzhimurad Antigulov,Red,Light Heavyweight,MALE,3,1,0,1,2,0,2,4,2,4,2,18,4,0,0,0,0,4,2,190.5,180.34,193.04,177.8,32,33,2.33,2.32,0.48,0.51,1.5,3.5,1.65,8.7,0.21,0.41,Orthodox,Orthodox,8,4
2020-07-25,Alex Oliveira,Peter Sobotta,Red,Welterweight,MALE,3,1,0,4,2,0,1,10,4,6,5,39,22,0,0,4,1,3,1,180.34,182.88,193.04,190.5,32,33,2.88,2.17,0.5,0.39,0.6,0.6,2.69,1.76,0.37,0.35,Orthodox,Southpaw,16,9
2020-07-25,Nicolas Dalby,Jesse Ronson,Blue,Welterweight,MALE,3,1,0,1,0,0,3,2,0,2,3,15,9,0,0,0,0,0,0,180.34,177.8,187.96,182.88,35,34,3.03,3.09,0.38,0.46,0.0,0.3,1.8,0.67,0.45,0.4,Orthodox,Southpaw,4,3
2020-07-18,Jack Hermansson,Kelvin Gastelum,Red,Middleweight,MALE,3,0,0,4,5,1,2,7,10,3,5,20,43,0,2,3,3,2,2,185.42,175.26,195.58,180.34,32,28,5.13,3.75,0.48,0.43,0.7,0.1,2.23,0.8,0.36,0.35,Orthodox,Southpaw,10,15
2020-07-18,Marc Diakiese,Rafael Fiziev,Blue,Lightweight,MALE,3,2,1,3,1,0,0,5,1,3,1,21,4,0,0,2,0,0,0,177.8,172.72,185.42,180.34,27,27,2.86,4.08,0.37,0.5,0.0,0.0,2.5,0.91,0.4,1.0,Orthodox,Switch,8,2
2020-07-18,Joe Duffy,Joel Alvarez,Blue,Lightweight,MALE,3,0,1,2,1,2,0,4,1,3,1,14,5,0,0,1,1,2,0,177.8,190.5,185.42,195.58,32,26,2.56,2.55,0.33,0.33,0.8,0.0,0.75,0.0,0.6,0.0,Orthodox,Orthodox,7,2
2020-07-18,Brett Johns,Montel Jackson,Red,Bantamweight,MALE,3,1,3,3,3,0,0,4,3,2,1,16,10,0,0,0,0,2,1,170.18,177.8,180.34,190.5,28,28,3.3,4.16,0.48,0.55,1.0,0.2,4.29,4.84,0.52,0.79,Orthodox,Southpaw,6,4
2020-07-18,Davi Ramos,Arman Tsarukyan,Blue,Lightweight,MALE,3,0,1,4,1,1,0,4,1,2,1,14,6,0,0,0,0,3,0,167.64,170.18,177.8,182.88,33,23,2.74,2.0,0.39,0.4,0.7,0.0,2.42,1.5,0.5,0.13,Orthodox,Orthodox,6,2
2020-07-15,Calvin Kattar,Dan Ige,Red,Featherweight,MALE,5,1,6,2,6,0,0,5,6,2,1,16,17,0,0,4,1,0,1,180.34,170.18,182.88,180.34,32,28,5.29,4.12,0.41,0.48,0.0,0.7,0.42,2.15,0.28,0.34,Orthodox,Orthodox,7,7
2020-07-15,Jimmie Rivera,Cody Stamann,Red,Featherweight,MALE,3,0,1,5,3,2,0,6,5,3,1,23,20,0,0,1,0,0,0,162.56,167.64,172.72,162.56,31,30,4.1,4.51,0.4,0.49,0.0,0.0,0.7,3.34,0.23,0.48,Orthodox,Orthodox,9,6
2020-07-15,Jared Gordon,Chris Fishgold,Red,Featherweight,MALE,3,0,0,2,1,1,1,3,1,3,2,13,5,0,0,1,0,0,1,175.26,172.72,172.72,172.72,31,28,6.26,2.53,0.54,0.31,0.0,1.5,2.98,4.55,0.39,0.5,Orthodox,Orthodox,6,3
2020-07-11,Kamaru Usman,Jorge Masvidal,Red,Welterweight,MALE,5,11,3,11,4,0,0,11,17,0,7,38,65,3,1,2,7,1,1,182.88,180.34,193.04,187.96,33,36,4.6,4.33,0.52,0.47,0.2,0.4,3.44,1.7,0.5,0.59,Switch,Orthodox,11,24
2020-07-11,Alexander Volkanovski,Max Holloway,Red,Featherweight,MALE,3,8,0,8,13,0,1,8,17,0,5,23,65,1,7,3,9,0,2,167.64,180.34,180.34,175.26,31,28,6.15,6.66,0.57,0.44,0.4,0.4,2.16,0.24,0.34,0.83,Orthodox,Orthodox,8,22
2020-07-11,Petr Yan,Jose Aldo,Red,Bantamweight,MALE,3,6,0,6,15,0,2,6,18,0,5,15,68,0,14,3,11,0,0,170.18,170.18,170.18,177.8,27,33,5.65,3.47,0.46,0.44,0.2,0.1,1.73,0.64,0.53,0.65,Switch,Orthodox,6,23
2020-07-11,Elizeu Zaleski dos Santos,Muslim Salikhov,Blue,Welterweight,MALE,3,1,3,7,3,0,0,8,3,2,1,25,8,0,0,3,2,1,0,180.34,180.34,185.42,177.8,33,36,4.17,2.92,0.39,0.46,0.5,0.0,0.65,1.22,0.2,0.42,Orthodox,Orthodox,10,4
